#,Name,Japanese_Name,Type 1,Type 2,Total,HP,Attack,Speed,Defense,Happiness,Sp. Atk,Sp. Def,Legendary,Generation,Classfication,Capture_Rate,Egg_Steps,Experience_Growth,Height_M,Weight_Kg,Percentage_Male,Abilities
696,Tyrunt,Chigorasチゴラス,Rock,Dragon,362,58,89,48,77,70,45,45,FALSE,6,Royal Heir Pokémon,45,7680,1000000,0.8,26,88.1,"['Strong Jaw', 'Sturdy']"
697,Tyrantrum,Gachigorasガチゴラス,Rock,Dragon,521,82,121,71,119,70,69,59,FALSE,6,Despot Pokémon,45,7680,1000000,2.5,270,88.1,"['Strong Jaw', 'Rock Head']"
698,Amaura,Amarusアマルス,Rock,Ice,362,77,59,46,50,70,67,63,FALSE,6,Tundra Pokémon,45,7680,1000000,1.3,25.2,88.1,"['Refrigerate', 'Snow Warning']"
699,Aurorus,Amarurugaアマルルガ,Rock,Ice,521,123,77,58,72,70,99,92,FALSE,6,Tundra Pokémon,45,7680,1000000,2.7,225,88.1,"['Refrigerate', 'Snow Warning']"
700,Sylveon,Nymphiaニンフィア,Fairy,,525,95,65,60,65,70,110,130,FALSE,6,Intertwining Pokémon,45,8960,1000000,1,23.5,88.1,"['Cute Charm', 'Pixilate']"
701,Hawlucha,Luchabullルチャブル,Fighting,Flying,500,78,92,118,75,70,74,63,FALSE,6,Wrestling Pokémon,100,5120,1000000,0.8,21.5,50,"['Limber', 'Unburden', 'Mold Breaker']"
702,Dedenne,Dedenneデデンネ,Electric,Fairy,431,67,58,101,57,70,81,67,FALSE,6,Antenna Pokémon,180,5120,1000000,0.2,2.2,50,"['Cheek Pouch', 'Pickup', 'Plus']"
703,Carbink,Melecieメレシー,Rock,Fairy,500,50,50,50,150,70,50,150,FALSE,6,Jewel Pokémon,60,6400,1250000,0.3,5.7,,"['Clear Body', 'Sturdy']"
704,Goomy,Numeraヌメラ,Dragon,,300,45,50,40,35,35,55,75,FALSE,6,Soft Tissue Pokémon,45,10240,1250000,0.3,2.8,50,"['Sap Sipper', 'Hydration', 'Gooey']"
705,Sliggoo,Numeilヌメイル,Dragon,,452,68,75,60,53,35,83,113,FALSE,6,Soft Tissue Pokémon,45,10240,1250000,0.8,17.5,50,"['Sap Sipper', 'Hydration', 'Gooey']"
706,Goodra,Numelgonヌメルゴン,Dragon,,600,90,100,80,70,35,110,150,FALSE,6,Dragon Pokémon,45,10240,1250000,2,150.5,50,"['Sap Sipper', 'Hydration', 'Gooey']"
707,Klefki,Cleffyクレッフィ,Steel,Fairy,470,57,80,75,91,70,80,87,FALSE,6,Key Ring Pokémon,75,5120,800000,0.2,3,50,"['Prankster', 'Magician']"
708,Phantump,Bokureiボクレー,Ghost,Grass,309,43,70,38,48,70,50,60,FALSE,6,Stump Pokémon,120,5120,1000000,0.4,7,50,"['Natural Cure', 'Frisk', 'Harvest']"
709,Trevenant,Ohrotオーロット,Ghost,Grass,474,85,110,56,76,70,65,82,FALSE,6,Elder Tree Pokémon,60,5120,1000000,1.5,71,50,"['Natural Cure', 'Frisk', 'Harvest']"
710,PumpkabooAverage Size,Bakecchaバケッチャ,Ghost,Grass,335,49,66,51,70,70,44,55,FALSE,6,Pumpkin Pokémon,120,5120,1000000,0.8,15,50,"['Pickup', 'Frisk', 'Insomnia']"
711,GourgeistAverage Size,Pumpjinパンプジン,Ghost,Grass,494,65,90,84,122,70,58,75,FALSE,6,Pumpkin Pokémon,60,5120,1000000,1.7,39,50,"['Pickup', 'Frisk', 'Insomnia']"
712,Bergmite,Kachikohruカチコール,Ice,,304,55,69,28,85,70,32,35,FALSE,6,Ice Chunk Pokémon,190,5120,1000000,1,99.5,50,"['Own Tempo', 'Ice Body', 'Sturdy']"
713,Avalugg,Crebaseクレベース,Ice,,514,95,117,28,184,70,44,46,FALSE,6,Iceberg Pokémon,55,5120,1000000,2,505,50,"['Own Tempo', 'Ice Body', 'Sturdy']"
714,Noibat,Onbatオンバット,Flying,Dragon,245,40,30,55,35,70,45,40,FALSE,6,Sound Wave Pokémon,190,5120,1000000,0.5,8,50,"['Frisk', 'Infiltrator', 'Telepathy']"
715,Noivern,Onvernオンバーン,Flying,Dragon,535,85,70,123,80,70,97,80,FALSE,6,Sound Wave Pokémon,45,5120,1000000,1.5,85,50,"['Frisk', 'Infiltrator', 'Telepathy']"
716,Xerneas,Xerneasゼルネアス,Fairy,,680,126,131,99,95,0,131,98,TRUE,6,Life Pokémon,45,30720,1250000,3,215,,['Fairy Aura']
717,Yveltal,Yveltalイベルタル,Dark,Flying,680,126,131,99,95,0,131,98,TRUE,6,Destruction Pokémon,45,30720,1250000,5.8,203,,['Dark Aura']
718,Zygarde50% Forme,Zygarde (10% Forme)ジガルデ,Dragon,Ground,600,108,100,95,121,0,81,95,TRUE,6,Order Pokémon,3,30720,1250000,5,284.6,,"['Aura Break', 'Power Construct']"
719,Diancie,Diancieディアンシー,Rock,Fairy,600,50,100,50,150,70,100,150,TRUE,6,Jewel Pokémon,3,6400,1250000,0.7,8.8,,['Clear Body']
720,HoopaHoopa Confined,Hoopa (imashimerareshi Hoopa)フーパ,Psychic,Ghost,600,80,110,70,60,100,150,130,TRUE,6,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),3,30720,1250000,,,,['Magician']
721,Volcanion,Volcanionボルケニオン,Fire,Water,600,80,110,70,120,100,130,90,TRUE,6,Steam Pokémon,3,30720,1250000,1.7,195,,['Water Absorb']
722,Rowlet,Mokurohモクロー,Grass,Flying,320,68,55,42,55,70,50,50,FALSE,7,Grass Quill Pokémon,45,3840,1059860,0.3,1.5,88.1,"['Overgrow', 'Long Reach']"
723,Dartrix,Fukuthrowフクスロー,Grass,Flying,420,78,75,52,75,70,70,70,FALSE,7,Blade Quill Pokémon,45,3840,1059860,0.7,16,88.1,"['Overgrow', 'Long Reach']"
724,Decidueye,Junaiperジュナイパー,Grass,Ghost,530,78,107,70,75,70,100,100,FALSE,7,Arrow Quill Pokémon,45,3840,1059860,1.6,36.6,88.1,"['Overgrow', 'Long Reach']"
725,Litten,Nyabbyニャビー,Fire,,320,45,65,70,40,70,60,40,FALSE,7,Fire Cat Pokémon,45,3840,1059860,0.4,4.3,88.1,"['Blaze', 'Intimidate']"
726,Torracat,Nyaheatニャヒート,Fire,,420,65,85,90,50,70,80,50,FALSE,7,Fire Cat Pokémon,45,3840,1059860,0.7,25,88.1,"['Blaze', 'Intimidate']"
727,Incineroar,Gaogaenガオガエン,Fire,Dark,530,95,115,60,90,70,80,90,FALSE,7,Heel Pokémon,45,3840,1059860,1.8,83,88.1,"['Blaze', 'Intimidate']"
728,Popplio,Ashimariアシマリ,Water,,320,50,54,40,54,70,66,56,FALSE,7,Sea Lion Pokémon,45,3840,1059860,0.4,7.5,88.1,"['Torrent', 'Liquid Voice']"
729,Brionne,Osyamariオシャマリ,Water,,420,60,69,50,69,70,91,81,FALSE,7,Pop Star Pokémon,45,3840,1059860,0.6,17.5,88.1,"['Torrent', 'Liquid Voice']"
730,Primarina,Ashireneアシレーヌ,Water,Fairy,530,80,74,60,74,70,126,116,FALSE,7,Soloist Pokémon,45,3840,1059860,1.8,44,88.1,"['Torrent', 'Liquid Voice']"
731,Pikipek,Tsutsukeraツツケラ,Normal,Flying,265,35,75,65,30,70,30,30,FALSE,7,Woodpecker Pokémon,255,3840,1000000,0.3,1.2,50,"['Keen Eye', 'Skill Link', 'Pickup']"
732,Trumbeak,Kerarappaケララッパ,Normal,Flying,355,55,85,75,50,70,40,50,FALSE,7,Bugle Beak Pokémon,120,3840,1000000,0.6,14.8,50,"['Keen Eye', 'Skill Link', 'Pickup']"
733,Toucannon,Dodekabashiドデカバシ,Normal,Flying,485,80,120,60,75,70,75,75,FALSE,7,Cannon Pokémon,45,3840,1000000,1.1,26,50,"['Keen Eye', 'Skill Link', 'Sheer Force']"
734,Yungoos,Youngooseヤングース,Normal,,253,48,70,45,30,70,30,30,FALSE,7,Loitering Pokémon,255,3840,1000000,0.4,6,50,"['Stakeout', 'Strong Jaw', 'Adaptability']"
735,Gumshoos,Dekagooseデカグース,Normal,,418,88,110,45,60,70,55,60,FALSE,7,Stakeout Pokémon,127,3840,1000000,0.7,14.2,50,"['Stakeout', 'Strong Jaw', 'Adaptability']"
736,Grubbin,Agojimushiアゴジムシ,Bug,,300,47,62,46,45,70,55,45,FALSE,7,Larva Pokémon,255,3840,1000000,0.4,4.4,50,['Swarm']
737,Charjabug,Dendimushiデンヂムシ,Bug,Electric,400,57,82,36,95,70,55,75,FALSE,7,Battery Pokémon,120,3840,1000000,0.5,10.5,50,['Battery']
738,Vikavolt,Kuwagannonクワガノン,Bug,Electric,500,77,70,43,90,70,145,75,FALSE,7,Stag Beetle Pokémon,45,3840,1000000,1.5,45,50,['Levitate']
739,Crabrawler,Makenkaniマケンカニ,Fighting,,338,47,82,63,57,70,42,47,FALSE,7,Boxing Pokémon,225,5120,1000000,0.6,7,50,"['Hyper Cutter', 'Iron Fist', 'Anger Point']"
740,Crabominable,Kekenkaniケケンカニ,Fighting,Ice,478,97,132,43,77,70,62,67,FALSE,7,Woolly Crab Pokémon,60,5120,1000000,1.7,180,50,"['Hyper Cutter', 'Iron Fist', 'Anger Point']"
741,Oricorio,Odoridori (pachipachi Style)オドリドリ,Fire,Flying,476,75,70,93,70,70,98,70,FALSE,7,Dancing Pokémon,45,5120,1000000,0.6,3.4,24.6,['Dancer']
742,Cutiefly,Abulyアブリー,Bug,Fairy,304,40,45,84,40,70,55,40,FALSE,7,Bee Fly Pokémon,190,5120,1000000,0.1,0.2,50,"['Honey Gather', 'Shield Dust', 'Sweet Veil']"
743,Ribombee,Aburibbonアブリボン,Bug,Fairy,464,60,55,124,60,70,95,70,FALSE,7,Bee Fly Pokémon,75,5120,1000000,0.2,0.5,50,"['Honey Gather', 'Shield Dust', 'Sweet Veil']"
744,Rockruff,Iwankoイワンコ,Rock,,280,45,65,60,40,70,30,40,FALSE,7,Puppy Pokémon,190,3840,1000000,0.5,9.2,50,"['Keen Eye', 'Vital Spirit', 'Steadfast']"
745,Lycanroc,Lugarugan (mahiru No Sugata)ルガルガン,Rock,,487,85,115,82,75,70,55,75,FALSE,7,Wolf Pokémon,90,3840,1000000,,,50,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']"
746,Wishiwashi,Yowashi (tandoku No Sugata)ヨワシ,Water,,620,45,140,30,130,70,140,135,FALSE,7,Small Fry Pokémon,60,3840,800000,0.2,0.3,50,['Schooling']
747,Mareanie,Hidoideヒドイデ,Poison,Water,305,50,53,45,62,70,43,52,FALSE,7,Brutal Star Pokémon,190,5120,1000000,0.4,8,50,"['Merciless', 'Limber', 'Regenerator']"
748,Toxapex,Dohidoideドヒドイデ,Poison,Water,495,50,63,35,152,70,53,142,FALSE,7,Brutal Star Pokémon,75,5120,1000000,0.7,14.5,50,"['Merciless', 'Limber', 'Regenerator']"
749,Mudbray,Dorobankoドロバンコ,Ground,,385,70,100,45,70,70,45,55,FALSE,7,Donkey Pokémon,190,5120,1000000,1,110,50,"['Own Tempo', 'Stamina', 'Inner Focus']"
750,Mudsdale,Banbadoroバンバドロ,Ground,,500,100,125,35,100,70,55,85,FALSE,7,Draft Horse Pokémon,60,5120,1000000,2.5,920,50,"['Own Tempo', 'Stamina', 'Inner Focus']"
751,Dewpider,Shizukumoシズクモ,Water,Bug,269,38,40,27,52,70,40,72,FALSE,7,Water Bubble Pokémon,200,3840,1000000,0.3,4,50,"['Water Bubble', 'Water Absorb']"
752,Araquanid,Onishizukumoオニシズクモ,Water,Bug,454,68,70,42,92,70,50,132,FALSE,7,Water Bubble Pokémon,100,3840,1000000,1.8,82,50,"['Water Bubble', 'Water Absorb']"
753,Fomantis,Karikiriカリキリ,Grass,,250,40,55,35,35,70,50,35,FALSE,7,Sickle Grass Pokémon,190,5120,1000000,0.3,1.5,50,"['Leaf Guard', 'Contrary']"
754,Lurantis,Lalantesラランテス,Grass,,480,70,105,45,90,70,80,90,FALSE,7,Bloom Sickle Pokémon,75,5120,1000000,0.9,18.5,50,"['Leaf Guard', 'Contrary']"
755,Morelull,Nemasyuネマシュ,Grass,Fairy,285,40,35,15,55,70,65,75,FALSE,7,Illuminating Pokémon,190,5120,1000000,0.2,1.5,50,"['Illuminate', 'Effect Spore', 'Rain Dish']"
756,Shiinotic,Mashadeマシェード,Grass,Fairy,405,60,45,30,80,70,90,100,FALSE,7,Illuminating Pokémon,75,5120,1000000,1,11.5,50,"['Illuminate', 'Effect Spore', 'Rain Dish']"
757,Salandit,Yatoumoriヤトウモリ,Poison,Fire,320,48,44,77,40,70,71,40,FALSE,7,Toxic Lizard Pokémon,120,5120,1000000,0.6,4.8,88.1,"['Corrosion', 'Oblivious']"
758,Salazzle,Ennewtエンニュート,Poison,Fire,480,68,64,117,60,70,111,60,FALSE,7,Toxic Lizard Pokémon,45,5120,1000000,1.2,22.2,0,"['Corrosion', 'Oblivious']"
759,Stufful,Nuikogumaヌイコグマ,Normal,Fighting,340,70,75,50,50,70,45,50,FALSE,7,Flailing Pokémon,140,3840,1000000,0.5,6.8,50,"['Fluffy', 'Klutz', 'Cute Charm']"
760,Bewear,Kiterugumaキテルグマ,Normal,Fighting,500,120,125,60,80,70,55,60,FALSE,7,Strong Arm Pokémon,70,3840,1000000,2.1,135,50,"['Fluffy', 'Klutz', 'Unnerve']"
761,Bounsweet,Amakajiアマカジ,Grass,,210,42,30,32,38,70,30,38,FALSE,7,Fruit Pokémon,235,5120,1059860,0.3,3.2,0,"['Leaf Guard', 'Oblivious', 'Sweet Veil']"
762,Steenee,Amamaikoアママイコ,Grass,,290,52,40,62,48,70,40,48,FALSE,7,Fruit Pokémon,120,5120,1059860,0.7,8.2,0,"['Leaf Guard', 'Oblivious', 'Sweet Veil']"
763,Tsareena,Amajoアマージョ,Grass,,510,72,120,72,98,70,50,98,FALSE,7,Fruit Pokémon,45,5120,1059860,1.2,21.4,0,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']"
764,Comfey,Cuwawaキュワワー,Fairy,,485,51,52,100,90,70,82,110,FALSE,7,Posy Picker Pokémon,60,5120,800000,0.1,0.3,24.6,"['Flower Veil', 'Triage', 'Natural Cure']"
765,Oranguru,Yareyuutanヤレユータン,Normal,Psychic,490,90,60,60,80,70,90,110,FALSE,7,Sage Pokémon,45,5120,1250000,1.5,76,50,"['Inner Focus', 'Telepathy', 'Symbiosis']"
766,Passimian,Nagetukesaruナゲツケサル,Fighting,,490,100,120,80,90,70,40,60,FALSE,7,Teamwork Pokémon,45,5120,1250000,2,82.8,50,"['Receiver', 'Defiant']"
767,Wimpod,Kosokumushiコソクムシ,Bug,Water,230,25,35,80,40,70,20,30,FALSE,7,Turn Tail Pokémon,90,5120,1000000,0.5,12,50,['Wimp Out']
768,Golisopod,Gusokumushaグソクムシャ,Bug,Water,530,75,125,40,140,70,60,90,FALSE,7,Hard Scale Pokémon,45,5120,1000000,2,108,50,['Emergency Exit']
769,Sandygast,Sunabaスナバァ,Ghost,Ground,320,55,55,15,80,70,70,45,FALSE,7,Sand Heap Pokémon,140,3840,1000000,0.5,70,50,"['Water Compaction', 'Sand Veil']"
770,Palossand,Sirodethnaシロデスナ,Ghost,Ground,480,85,75,35,110,70,100,75,FALSE,7,Sand Castle Pokémon,60,3840,1000000,1.3,250,50,"['Water Compaction', 'Sand Veil']"
771,Pyukumuku,Namakobushiナマコブシ,Water,,410,55,60,5,130,70,30,130,FALSE,7,Sea Cucumber Pokémon,60,3840,800000,0.3,1.2,50,"['Innards Out', 'Unaware']"
772,Type: Null,Type: Nullタイプ：ヌル,Normal,,534,95,95,59,95,0,95,95,FALSE,7,Synthetic Pokémon,3,30720,1250000,1.9,120.5,,['Battle Armor']
773,Silvally,Silvadyシルヴァディ,Normal,,570,95,95,95,95,0,95,95,FALSE,7,Synthetic Pokémon,3,30720,1250000,2.3,100.5,,['RKS System']
774,Minior,Metenoメテノ,Rock,Flying,500,60,100,120,60,70,100,60,FALSE,7,Meteor Pokémon,,6400,1059860,0.3,40,,['Shields Down']
775,Komala,Nekkoaraネッコアラ,Normal,,480,65,115,65,65,70,75,95,FALSE,7,Drowsing Pokémon,45,5120,1250000,0.4,19.9,50,['Comatose']
776,Turtonator,Bakugamesバクガメス,Fire,Dragon,485,60,78,36,135,70,91,85,FALSE,7,Blast Turtle Pokémon,70,5120,1000000,2,212,50,['Shell Armor']
777,Togedemaru,Togedemaruトゲデマル,Electric,Steel,435,65,98,96,63,70,40,73,FALSE,7,Roly-Poly Pokémon,180,2560,1000000,0.3,3.3,50,"['Iron Barbs', 'Lightningrod', 'Sturdy']"
778,Mimikyu,Mimikkyuミミッキュ,Ghost,Fairy,476,55,90,96,80,70,50,105,FALSE,7,Disguise Pokémon,45,5120,1000000,0.2,0.7,50,['Disguise']
779,Bruxish,Hagigishiriハギギシリ,Water,Psychic,475,68,105,92,70,70,70,70,FALSE,7,Gnash Teeth Pokémon,80,3840,1000000,0.9,19,50,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']"
780,Drampa,Jijilongジジーロン,Normal,Dragon,485,78,60,36,85,70,135,91,FALSE,7,Placid Pokémon,70,5120,1000000,3,185,50,"['Berserk', 'Sap Sipper', 'Cloud Nine']"
781,Dhelmise,Dadarinダダリン,Ghost,Grass,517,70,131,40,100,70,86,90,FALSE,7,Sea Creeper Pokémon,25,6400,1000000,3.9,210,,['Steelworker']
782,Jangmo-o,Jyarakoジャラコ,Dragon,,300,45,55,45,65,70,45,45,FALSE,7,Scaly Pokémon,45,10240,1250000,0.6,29.7,50,"['Bulletproof', 'Soundproof', 'Overcoat']"
783,Hakamo-o,Jyarangoジャランゴ,Dragon,Fighting,420,55,75,65,90,70,65,70,FALSE,7,Scaly Pokémon,45,10240,1250000,1.2,47,50,"['Bulletproof', 'Soundproof', 'Overcoat']"
784,Kommo-o,Jyararangaジャラランガ,Dragon,Fighting,600,75,110,85,125,70,100,105,FALSE,7,Scaly Pokémon,45,10240,1250000,1.6,78.2,50,"['Bulletproof', 'Soundproof', 'Overcoat']"
785,Tapu Koko,Kapu-kokekoカプ・コケコ,Electric,Fairy,570,70,115,130,85,70,95,75,TRUE,7,Land Spirit Pokémon,3,3840,1250000,1.8,20.5,,"['Electric Surge', 'Telepathy']"
786,Tapu Lele,Kapu-tetefuカプ・テテフ,Psychic,Fairy,570,70,85,95,75,70,130,115,TRUE,7,Land Spirit Pokémon,3,3840,1250000,1.2,18.6,,"['Psychic Surge', 'Telepathy']"
787,Tapu Bulu,Kapu-bululカプ・ブルル,Grass,Fairy,570,70,130,75,115,70,85,95,TRUE,7,Land Spirit Pokémon,3,3840,1250000,1.9,45.5,,"['Grassy Surge', 'Telepathy']"
788,Tapu Fini,Kapu-rehireカプ・レヒレ,Water,Fairy,570,70,75,85,115,70,95,130,TRUE,7,Land Spirit Pokémon,3,3840,1250000,1.3,21.2,,"['Misty Surge', 'Telepathy']"
789,Cosmog,Cosmogコスモッグ,Psychic,,200,43,29,37,31,0,29,31,TRUE,7,Nebula Pokémon,45,30720,1250000,0.2,0.1,,['Unaware']
790,Cosmoem,Cosmovumコスモウム,Psychic,,400,43,29,37,131,0,29,131,TRUE,7,Protostar Pokémon,45,30720,1250000,0.1,999.9,,['Sturdy']
791,Solgaleo,Solgaleoソルガレオ,Psychic,Steel,680,137,137,97,107,0,113,89,TRUE,7,Sunne Pokémon,45,30720,1250000,3.4,230,,['Full Metal Body']
792,Lunala,Lunalaルナアーラ,Psychic,Ghost,680,137,113,97,89,0,137,107,TRUE,7,Moone Pokémon,45,30720,1250000,4,120,,['Shadow Shield']
793,Nihilego,Uturoidウツロイド,Rock,Poison,570,109,53,103,47,0,127,131,TRUE,7,Parasite Pokémon,45,30720,1250000,1.2,55.5,,['Beast Boost']
794,Buzzwole,Massivoonマッシブーン,Bug,Fighting,570,107,139,79,139,0,53,53,TRUE,7,Swollen Pokémon,25,30720,1250000,2.4,333.6,,['Beast Boost']
795,Pheromosa,Pheroacheフェローチェ,Bug,Fighting,570,71,137,151,37,0,137,37,TRUE,7,Lissome Pokémon,255,30720,1250000,1.8,25,,['Beast Boost']
796,Xurkitree,Denjyumokuデンジュモク,Electric,,570,83,89,83,71,0,173,71,TRUE,7,Glowing Pokémon,30,30720,1250000,3.8,100,,['Beast Boost']
797,Celesteela,Tekkaguyaテッカグヤ,Steel,Flying,570,97,101,61,103,0,107,101,TRUE,7,Launch Pokémon,25,30720,1250000,9.2,999.9,,['Beast Boost']
798,Kartana,Kamiturugiカミツルギ,Grass,Steel,570,59,181,109,131,0,59,31,TRUE,7,Drawn Sword Pokémon,255,30720,1250000,0.3,0.1,,['Beast Boost']
799,Guzzlord,Akuzikingアクジキング,Dark,Dragon,570,223,101,43,53,0,97,53,TRUE,7,Junkivore Pokémon,15,30720,1250000,5.5,888,,['Beast Boost']
800,Necrozma,Necrozmaネクロズマ,Psychic,,600,97,107,79,101,0,127,89,TRUE,7,Prism Pokémon,3,30720,1250000,2.4,230,,['Prism Armor']
801,Magearna,Magearnaマギアナ,Steel,Fairy,600,80,95,65,115,0,130,115,TRUE,7,Artificial Pokémon,3,30720,1250000,1,80.5,,['Soul-Heart']
